Order ID,State/Province,Region,City,Order Date,Factory,Ship Mode,Sales,Gross Profit,Profit Margin %,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Units,Cost
US-2021-104563-CHO-FUD-51000,Washington,Pacific,Seattle,2024-03-07,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,7,Delayed,Poor,5,6.00
US-2021-140116-CHO-FUD-51000,Colorado,Pacific,Denver,2024-03-10,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,7,Delayed,Poor,4,4.80
US-2021-100279-CHO-SCR-58000,Michigan,Interior,Royal Oak,2024-03-10,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,6,Delayed,Average,2,2.20
US-2021-140116-CHO-NUT-13000,Colorado,Pacific,Denver,2024-03-10,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,5,Moderate Delay,Average,3,3.00
US-2021-166884-CHO-MIL-31000,Ohio,Atlantic,Columbus,2024-03-11,Wicked Choccy's,Second Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2021-114790-CHO-TRI-54000,Kentucky,Gulf,Richmond,2024-03-11,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-103338-CHO-SCR-58000,California,Pacific,Roseville,2024-03-11,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2021-166884-CHO-NUT-13000,Ohio,Atlantic,Columbus,2024-03-11,Lot's O' Nuts,Second Class,20.94,14.94,71.35,3,On Time,Good,6,6.00
US-2021-158337-CHO-NUT-13000,New York,Atlantic,New York City,2024-03-11,Lot's O' Nuts,Second Class,48.86,34.86,71.35,3,On Time,Good,14,14.00
US-2021-114790-CHO-FUD-51000,Kentucky,Gulf,Richmond,2024-03-11,Lot's O' Nuts,Second Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-114790-CHO-NUT-13000,Kentucky,Gulf,Richmond,2024-03-11,Lot's O' Nuts,Second Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
CA-2021-139675-CHO-SCR-58000,Alberta,Pacific,Calgary,2024-03-13,Lot's O' Nuts,Second Class,14.40,10.00,69.44,3,On Time,Good,4,4.40
CA-2021-139675-CHO-MIL-31000,Alberta,Pacific,Calgary,2024-03-13,Wicked Choccy's,Second Class,26.00,16.88,64.92,3,On Time,Good,8,9.12
US-2021-125521-CHO-FUD-51000,Virginia,Gulf,Chesapeake,2024-03-14,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,7,Delayed,Poor,4,4.80
US-2021-157623-CHO-FUD-51000,California,Pacific,Huntington Beach,2024-03-14,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,6,Delayed,Average,1,1.20
US-2021-114510-CHO-NUT-13000,Utah,Pacific,Logan,2024-03-14,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,6,Delayed,Average,4,4.00
US-2021-114510-CHO-NUT-13000,Utah,Pacific,Logan,2024-03-14,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,5,Moderate Delay,Average,2,2.00
US-2021-100293-CHO-NUT-13000,Florida,Gulf,Jacksonville,2024-03-14,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,6,Delayed,Average,6,6.00
US-2021-157623-CHO-NUT-13000,California,Pacific,Huntington Beach,2024-03-14,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2021-152618-OTH-GUM-21000,Illinois,Interior,Chicago,2024-03-14,Secret Factory,First Class,2.50,1.30,52.00,3,On Time,Good,2,1.20
US-2021-114510-CHO-TRI-54000,Utah,Pacific,Logan,2024-03-14,Wicked Choccy's,Standard Class,3.75,2.45,65.33,6,Delayed,Average,1,1.30
US-2021-114510-CHO-FUD-51000,Utah,Pacific,Logan,2024-03-14,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2021-114510-CHO-MIL-31000,Utah,Pacific,Logan,2024-03-14,Wicked Choccy's,Standard Class,39.00,25.32,64.92,4,Moderate Delay,Good,12,13.68
US-2021-152618-OTH-FIZ-56000,Illinois,Interior,Chicago,2024-03-14,Sugar Shack,First Class,7.50,4.50,60.00,2,On Time,Excellent,2,3.00
US-2021-149958-CHO-SCR-58000,Florida,Gulf,Tampa,2024-03-15,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,6,Delayed,Average,3,3.30
US-2021-149958-CHO-FUD-51000,Florida,Gulf,Tampa,2024-03-15,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-149958-CHO-NUT-13000,Florida,Gulf,Tampa,2024-03-15,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,5,Moderate Delay,Average,4,4.00
US-2021-149958-CHO-TRI-54000,Florida,Gulf,Tampa,2024-03-15,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-149958-CHO-FUD-51000,Florida,Gulf,Tampa,2024-03-15,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,5,Moderate Delay,Average,1,1.20
US-2021-157609-CHO-MIL-31000,North Carolina,Gulf,Raleigh,2024-03-16,Wicked Choccy's,Second Class,6.50,4.22,64.92,3,On Time,Good,2,2.28
US-2021-148838-OTH-GUM-21000,New York,Atlantic,New York City,2024-03-17,Secret Factory,Standard Class,5.00,2.60,52.00,5,Moderate Delay,Average,4,2.40
US-2021-148838-CHO-MIL-31000,New York,Atlantic,New York City,2024-03-17,Wicked Choccy's,Standard Class,22.75,14.77,64.92,6,Delayed,Average,7,7.98
US-2021-148838-OTH-KAZ-38000,New York,Atlantic,New York City,2024-03-17,The Other Factory,Standard Class,9.75,0.75,7.69,6,Delayed,Average,3,9.00
US-2021-118339-CHO-MIL-31000,Minnesota,Interior,Lakeville,2024-03-17,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2021-164763-CHO-SCR-58000,Mississippi,Gulf,Jackson,2024-03-17,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
US-2021-158442-CHO-MIL-31000,Texas,Interior,Dallas,2024-03-17,Wicked Choccy's,Same Day,6.50,4.22,64.92,1,On Time,Excellent,2,2.28
US-2021-118339-CHO-FUD-51000,Minnesota,Interior,Lakeville,2024-03-17,Lot's O' Nuts,Standard Class,21.60,14.40,66.67,4,Moderate Delay,Good,6,7.20
US-2021-118339-CHO-NUT-13000,Minnesota,Interior,Lakeville,2024-03-17,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,5,Moderate Delay,Average,6,6.00
US-2021-164763-CHO-MIL-31000,Mississippi,Gulf,Jackson,2024-03-17,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-164763-CHO-MIL-31000,Mississippi,Gulf,Jackson,2024-03-17,Wicked Choccy's,Standard Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2021-118339-CHO-TRI-54000,Minnesota,Interior,Lakeville,2024-03-17,Wicked Choccy's,Standard Class,37.50,24.50,65.33,7,Delayed,Poor,10,13.00
US-2021-118339-CHO-MIL-31000,Minnesota,Interior,Lakeville,2024-03-17,Wicked Choccy's,Standard Class,22.75,14.77,64.92,5,Moderate Delay,Average,7,7.98
US-2021-148838-OTH-KAZ-38000,New York,Atlantic,New York City,2024-03-17,The Other Factory,Standard Class,13.00,1.00,7.69,7,Delayed,Poor,4,12.00
US-2021-158442-CHO-FUD-51000,Texas,Interior,Dallas,2024-03-17,Lot's O' Nuts,Same Day,3.60,2.40,66.67,0,On Time,Excellent,1,1.20
US-2021-158442-CHO-TRI-54000,Texas,Interior,Dallas,2024-03-17,Wicked Choccy's,Same Day,11.25,7.35,65.33,1,On Time,Excellent,3,3.90
US-2021-148838-OTH-GUM-21000,New York,Atlantic,New York City,2024-03-17,Secret Factory,Standard Class,8.75,4.55,52.00,5,Moderate Delay,Average,7,4.20
US-2021-164763-OTH-LIC-15000,Mississippi,Gulf,Jackson,2024-03-17,Secret Factory,Standard Class,80.00,40.00,50.00,5,Moderate Delay,Average,4,40.00
US-2021-164763-CHO-NUT-13000,Mississippi,Gulf,Jackson,2024-03-17,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,7,Delayed,Poor,2,2.00
US-2021-127859-CHO-MIL-31000,Pennsylvania,Atlantic,Philadelphia,2024-03-17,Wicked Choccy's,Second Class,19.50,12.66,64.92,5,Moderate Delay,Average,6,6.84
US-2021-111871-CHO-FUD-51000,California,Pacific,San Francisco,2024-03-18,Lot's O' Nuts,Second Class,36.00,24.00,66.67,3,On Time,Good,10,12.00
US-2021-145317-CHO-NUT-13000,Florida,Gulf,Jacksonville,2024-03-18,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2021-145317-CHO-NUT-13000,Florida,Gulf,Jacksonville,2024-03-18,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,5,Moderate Delay,Average,2,2.00
US-2021-131275-CHO-NUT-13000,California,Pacific,Burbank,2024-03-18,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,6,Delayed,Average,2,2.00
US-2021-145317-CHO-MIL-31000,Florida,Gulf,Jacksonville,2024-03-18,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2021-145317-CHO-FUD-51000,Florida,Gulf,Jacksonville,2024-03-18,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-145317-CHO-FUD-51000,Florida,Gulf,Jacksonville,2024-03-18,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,6,Delayed,Average,4,4.80
US-2021-131275-CHO-NUT-13000,California,Pacific,Burbank,2024-03-18,Lot's O' Nuts,Standard Class,24.43,17.43,71.35,5,Moderate Delay,Average,7,7.00
US-2021-131275-CHO-NUT-13000,California,Pacific,Burbank,2024-03-18,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,4,Moderate Delay,Good,4,4.00
US-2021-145317-SUG-LAF-25000,Florida,Gulf,Jacksonville,2024-03-18,Sugar Shack,Standard Class,11.94,7.44,62.31,4,Moderate Delay,Good,6,4.50
US-2021-145317-OTH-FIZ-56000,Florida,Gulf,Jacksonville,2024-03-18,Sugar Shack,Standard Class,15.00,9.00,60.00,5,Moderate Delay,Average,4,6.00
US-2021-103989-OTH-KAZ-38000,Florida,Gulf,Lakeland,2024-03-19,The Other Factory,First Class,9.75,0.75,7.69,3,On Time,Good,3,9.00
US-2021-103989-CHO-MIL-31000,Florida,Gulf,Lakeland,2024-03-19,Wicked Choccy's,First Class,9.75,6.33,64.92,1,On Time,Excellent,3,3.42
US-2021-103989-CHO-NUT-13000,Florida,Gulf,Lakeland,2024-03-19,Lot's O' Nuts,First Class,17.45,12.45,71.35,2,On Time,Excellent,5,5.00
US-2021-103989-CHO-NUT-13000,Florida,Gulf,Lakeland,2024-03-19,Lot's O' Nuts,First Class,13.96,9.96,71.35,3,On Time,Good,4,4.00
US-2021-103989-CHO-SCR-58000,Florida,Gulf,Lakeland,2024-03-19,Lot's O' Nuts,First Class,10.80,7.50,69.44,1,On Time,Excellent,3,3.30
US-2021-103989-CHO-MIL-31000,Florida,Gulf,Lakeland,2024-03-19,Wicked Choccy's,First Class,6.50,4.22,64.92,3,On Time,Good,2,2.28
US-2021-155544-CHO-NUT-13000,Tennessee,Gulf,Knoxville,2024-03-21,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,5,Moderate Delay,Average,3,3.00
US-2021-155544-CHO-TRI-54000,Tennessee,Gulf,Knoxville,2024-03-21,Wicked Choccy's,Standard Class,11.25,7.35,65.33,7,Delayed,Poor,3,3.90
US-2021-163223-CHO-MIL-31000,Virginia,Gulf,Springfield,2024-03-21,Wicked Choccy's,Standard Class,13.00,8.44,64.92,6,Delayed,Average,4,4.56
US-2021-140004-CHO-TRI-54000,Ohio,Atlantic,Hamilton,2024-03-21,Wicked Choccy's,Standard Class,11.25,7.35,65.33,6,Delayed,Average,3,3.90
US-2021-140004-CHO-MIL-31000,Ohio,Atlantic,Hamilton,2024-03-21,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-163223-CHO-MIL-31000,Virginia,Gulf,Springfield,2024-03-21,Wicked Choccy's,Standard Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2021-163223-CHO-NUT-13000,Virginia,Gulf,Springfield,2024-03-21,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,7,Delayed,Poor,5,5.00
US-2021-155544-CHO-FUD-51000,Tennessee,Gulf,Knoxville,2024-03-21,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,4,Moderate Delay,Good,5,6.00
US-2021-163223-CHO-FUD-51000,Virginia,Gulf,Springfield,2024-03-21,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,7,Delayed,Poor,3,3.60
US-2021-107405-CHO-SCR-58000,North Carolina,Gulf,Asheville,2024-03-21,Lot's O' Nuts,Standard Class,3.60,2.50,69.44,5,Moderate Delay,Average,1,1.10
US-2021-163223-OTH-KAZ-38000,Virginia,Gulf,Springfield,2024-03-21,The Other Factory,Standard Class,22.75,1.75,7.69,6,Delayed,Average,7,21.00
US-2021-148040-CHO-FUD-51000,Arizona,Pacific,Tucson,2024-03-22,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,6,Delayed,Average,3,3.60
US-2021-129609-CHO-TRI-54000,Indiana,Interior,Portage,2024-03-22,Wicked Choccy's,Same Day,7.50,4.90,65.33,0,On Time,Excellent,2,2.60
US-2021-158057-CHO-SCR-58000,North Carolina,Gulf,Greensboro,2024-03-22,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,5,Moderate Delay,Average,5,5.50
US-2021-158057-CHO-FUD-51000,North Carolina,Gulf,Greensboro,2024-03-22,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,6,Delayed,Average,4,4.80
US-2021-148040-CHO-TRI-54000,Arizona,Pacific,Tucson,2024-03-22,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-164749-CHO-TRI-54000,Florida,Gulf,Delray Beach,2024-03-23,Wicked Choccy's,First Class,11.25,7.35,65.33,2,On Time,Excellent,3,3.90
US-2021-120838-CHO-TRI-54000,California,Pacific,Los Angeles,2024-03-23,Wicked Choccy's,Second Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
US-2021-120838-CHO-FUD-51000,California,Pacific,Los Angeles,2024-03-23,Lot's O' Nuts,Second Class,21.60,14.40,66.67,4,Moderate Delay,Good,6,7.20
US-2021-143637-CHO-MIL-31000,California,Pacific,Fresno,2024-03-24,Wicked Choccy's,Second Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-147235-CHO-SCR-58000,New York,Atlantic,New York City,2024-03-24,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2021-148586-CHO-FUD-51000,New York,Atlantic,New York City,2024-03-25,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,7,Delayed,Poor,7,8.40
US-2021-128237-CHO-FUD-51000,California,Pacific,San Francisco,2024-03-25,Lot's O' Nuts,Standard Class,21.60,14.40,66.67,5,Moderate Delay,Average,6,7.20
US-2021-128237-CHO-TRI-54000,California,Pacific,San Francisco,2024-03-25,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2021-128237-CHO-FUD-51000,California,Pacific,San Francisco,2024-03-25,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-128237-CHO-MIL-31000,California,Pacific,San Francisco,2024-03-25,Wicked Choccy's,Standard Class,13.00,8.44,64.92,4,Moderate Delay,Good,4,4.56
US-2021-141838-CHO-FUD-51000,California,Pacific,San Francisco,2024-03-26,Lot's O' Nuts,Second Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-141838-CHO-MIL-31000,California,Pacific,San Francisco,2024-03-26,Wicked Choccy's,Second Class,13.00,8.44,64.92,3,On Time,Good,4,4.56
US-2021-100860-CHO-SCR-58000,California,Pacific,Pomona,2024-03-26,Lot's O' Nuts,Second Class,18.00,12.50,69.44,3,On Time,Good,5,5.50
US-2021-138436-CHO-MIL-31000,California,Pacific,Los Angeles,2024-03-26,Wicked Choccy's,Standard Class,9.75,6.33,64.92,6,Delayed,Average,3,3.42
US-2021-141838-CHO-TRI-54000,California,Pacific,San Francisco,2024-03-26,Wicked Choccy's,Second Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
US-2021-117380-CHO-FUD-51000,Ohio,Atlantic,Springfield,2024-03-28,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,6,Delayed,Average,1,1.20
US-2021-137869-CHO-TRI-54000,Iowa,Interior,Des Moines,2024-03-28,Wicked Choccy's,Standard Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2021-137869-CHO-TRI-54000,Iowa,Interior,Des Moines,2024-03-28,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-100881-OTH-GUM-21000,New Mexico,Pacific,Albuquerque,2024-03-28,Secret Factory,Standard Class,3.75,1.95,52.00,6,Delayed,Average,3,1.80
US-2021-137274-CHO-MIL-31000,Texas,Interior,Plano,2024-03-29,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2021-131247-CHO-MIL-31000,California,Pacific,San Francisco,2024-03-30,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-162089-CHO-MIL-31000,Texas,Interior,Brownsville,2024-03-30,Wicked Choccy's,First Class,22.75,14.77,64.92,1,On Time,Excellent,7,7.98
US-2021-105151-OTH-LIC-15000,New York,Atlantic,New York City,2024-03-30,Secret Factory,First Class,100.00,50.00,50.00,3,On Time,Good,5,50.00
US-2021-169033-CHO-MIL-31000,New York,Atlantic,Long Beach,2024-03-30,Wicked Choccy's,Standard Class,16.25,10.55,64.92,7,Delayed,Poor,5,5.70
US-2021-162089-CHO-FUD-51000,Texas,Interior,Brownsville,2024-03-30,Lot's O' Nuts,First Class,18.00,12.00,66.67,2,On Time,Excellent,5,6.00
US-2021-133424-CHO-SCR-58000,Washington,Pacific,Seattle,2024-03-30,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
US-2021-113124-CHO-TRI-54000,Minnesota,Interior,Apple Valley,2024-03-30,Wicked Choccy's,Standard Class,7.50,4.90,65.33,5,Moderate Delay,Average,2,2.60
US-2021-130428-CHO-FUD-51000,Florida,Gulf,Tampa,2024-03-31,Lot's O' Nuts,Same Day,25.20,16.80,66.67,1,On Time,Excellent,7,8.40
US-2021-128055-CHO-TRI-54000,California,Pacific,San Francisco,2024-03-31,Wicked Choccy's,Standard Class,7.50,4.90,65.33,6,Delayed,Average,2,2.60
US-2021-130428-CHO-TRI-54000,Florida,Gulf,Tampa,2024-03-31,Wicked Choccy's,Same Day,7.50,4.90,65.33,0,On Time,Excellent,2,2.60
US-2021-101770-CHO-TRI-54000,Florida,Gulf,Miami,2024-03-31,Wicked Choccy's,Standard Class,3.75,2.45,65.33,4,Moderate Delay,Good,1,1.30
US-2021-130428-CHO-FUD-51000,Florida,Gulf,Tampa,2024-03-31,Lot's O' Nuts,Same Day,18.00,12.00,66.67,0,On Time,Excellent,5,6.00
US-2021-104759-CHO-MIL-31000,Illinois,Interior,Chicago,2024-03-31,Wicked Choccy's,Standard Class,22.75,14.77,64.92,7,Delayed,Poor,7,7.98
US-2021-112403-CHO-NUT-13000,Pennsylvania,Atlantic,Philadelphia,2024-03-31,Lot's O' Nuts,Same Day,3.49,2.49,71.35,0,On Time,Excellent,1,1.00
US-2021-128055-CHO-SCR-58000,California,Pacific,San Francisco,2024-03-31,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2021-104759-CHO-NUT-13000,Illinois,Interior,Chicago,2024-03-31,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,5,Moderate Delay,Average,2,2.00
US-2021-157021-CHO-NUT-13000,California,Pacific,Vallejo,2024-04-01,Lot's O' Nuts,Second Class,13.96,9.96,71.35,5,Moderate Delay,Average,4,4.00
US-2021-138359-CHO-MIL-31000,Massachusetts,Atlantic,Revere,2024-04-01,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-157021-CHO-SCR-58000,California,Pacific,Vallejo,2024-04-01,Lot's O' Nuts,Second Class,7.20,5.00,69.44,3,On Time,Good,2,2.20
US-2021-138359-CHO-SCR-58000,Massachusetts,Atlantic,Revere,2024-04-01,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,5,Moderate Delay,Average,4,4.40
US-2021-160276-CHO-FUD-51000,Virginia,Gulf,Virginia Beach,2024-04-02,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,5,Moderate Delay,Average,2,2.40
US-2021-164315-CHO-SCR-58000,Georgia,Gulf,Athens,2024-04-02,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,6,Delayed,Average,5,5.50
US-2021-157847-CHO-MIL-31000,Texas,Interior,Houston,2024-04-02,Wicked Choccy's,Second Class,22.75,14.77,64.92,4,Moderate Delay,Good,7,7.98
US-2021-157847-CHO-MIL-31000,Texas,Interior,Houston,2024-04-02,Wicked Choccy's,Second Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2021-164315-CHO-SCR-58000,Georgia,Gulf,Athens,2024-04-02,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2021-164315-CHO-MIL-31000,Georgia,Gulf,Athens,2024-04-02,Wicked Choccy's,Standard Class,22.75,14.77,64.92,4,Moderate Delay,Good,7,7.98
US-2021-112291-CHO-MIL-31000,California,Pacific,Los Angeles,2024-04-03,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2021-112291-CHO-SCR-58000,California,Pacific,Los Angeles,2024-04-03,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,6,Delayed,Average,2,2.20
US-2021-112291-CHO-MIL-31000,California,Pacific,Los Angeles,2024-04-03,Wicked Choccy's,Standard Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2021-133228-CHO-NUT-13000,Michigan,Interior,Detroit,2024-04-04,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,7,Delayed,Poor,1,1.00
US-2021-133228-CHO-SCR-58000,Michigan,Interior,Detroit,2024-04-04,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,5,Moderate Delay,Average,4,4.40
US-2021-128685-CHO-SCR-58000,California,Pacific,Los Angeles,2024-04-04,Lot's O' Nuts,First Class,7.20,5.00,69.44,3,On Time,Good,2,2.20
US-2021-105172-CHO-MIL-31000,California,Pacific,San Francisco,2024-04-04,Wicked Choccy's,Standard Class,19.50,12.66,64.92,5,Moderate Delay,Average,6,6.84
US-2021-149538-CHO-FUD-51000,Louisiana,Gulf,Lafayette,2024-04-04,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,6,Delayed,Average,2,2.40
US-2021-149538-CHO-NUT-13000,Louisiana,Gulf,Lafayette,2024-04-04,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,6,Delayed,Average,3,3.00
US-2021-149538-OTH-GUM-21000,Louisiana,Gulf,Lafayette,2024-04-04,Secret Factory,Standard Class,6.25,3.25,52.00,7,Delayed,Poor,5,3.00
US-2021-149538-CHO-TRI-54000,Louisiana,Gulf,Lafayette,2024-04-04,Wicked Choccy's,Standard Class,7.50,4.90,65.33,5,Moderate Delay,Average,2,2.60
US-2021-102988-CHO-SCR-58000,Virginia,Gulf,Alexandria,2024-04-05,Lot's O' Nuts,Second Class,25.20,17.50,69.44,3,On Time,Good,7,7.70
US-2021-149104-CHO-NUT-13000,Michigan,Interior,Dearborn Heights,2024-04-05,Lot's O' Nuts,Second Class,6.98,4.98,71.35,3,On Time,Good,2,2.00
US-2021-149104-CHO-MIL-31000,Michigan,Interior,Dearborn Heights,2024-04-05,Wicked Choccy's,Second Class,9.75,6.33,64.92,4,Moderate Delay,Good,3,3.42
US-2021-102988-CHO-TRI-54000,Virginia,Gulf,Alexandria,2024-04-05,Wicked Choccy's,Second Class,26.25,17.15,65.33,5,Moderate Delay,Average,7,9.10
US-2021-157231-CHO-TRI-54000,Kentucky,Gulf,Richmond,2024-04-05,Wicked Choccy's,Standard Class,26.25,17.15,65.33,4,Moderate Delay,Good,7,9.10
US-2021-149104-CHO-NUT-13000,Michigan,Interior,Dearborn Heights,2024-04-05,Lot's O' Nuts,Second Class,17.45,12.45,71.35,5,Moderate Delay,Average,5,5.00
US-2021-102988-CHO-NUT-13000,Virginia,Gulf,Alexandria,2024-04-05,Lot's O' Nuts,Second Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2021-113887-CHO-TRI-54000,New York,Atlantic,New York City,2024-04-05,Wicked Choccy's,First Class,3.75,2.45,65.33,1,On Time,Excellent,1,1.30
US-2021-149104-CHO-NUT-13000,Michigan,Interior,Dearborn Heights,2024-04-05,Lot's O' Nuts,Second Class,20.94,14.94,71.35,3,On Time,Good,6,6.00
US-2021-151001-CHO-NUT-13000,Illinois,Interior,Decatur,2024-04-05,Lot's O' Nuts,First Class,13.96,9.96,71.35,2,On Time,Excellent,4,4.00
US-2021-151001-CHO-SCR-58000,Illinois,Interior,Decatur,2024-04-05,Lot's O' Nuts,First Class,14.40,10.00,69.44,1,On Time,Excellent,4,4.40
US-2021-102988-CHO-NUT-13000,Virginia,Gulf,Alexandria,2024-04-05,Lot's O' Nuts,Second Class,17.45,12.45,71.35,3,On Time,Good,5,5.00
US-2021-102988-CHO-NUT-13000,Virginia,Gulf,Alexandria,2024-04-05,Lot's O' Nuts,Second Class,3.49,2.49,71.35,4,Moderate Delay,Good,1,1.00
US-2021-102652-CHO-NUT-13000,California,Pacific,Los Angeles,2024-04-06,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,6,Delayed,Average,2,2.00
US-2021-102652-CHO-MIL-31000,California,Pacific,Los Angeles,2024-04-06,Wicked Choccy's,Standard Class,22.75,14.77,64.92,4,Moderate Delay,Good,7,7.98
US-2021-169803-CHO-NUT-13000,Washington,Pacific,Seattle,2024-04-06,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,5,Moderate Delay,Average,3,3.00
US-2021-118486-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2024-04-06,Lot's O' Nuts,First Class,10.80,7.20,66.67,1,On Time,Excellent,3,3.60
US-2021-153808-CHO-MIL-31000,California,Pacific,Los Angeles,2024-04-06,Wicked Choccy's,Second Class,9.75,6.33,64.92,4,Moderate Delay,Good,3,3.42
US-2021-153808-CHO-TRI-54000,California,Pacific,Los Angeles,2024-04-06,Wicked Choccy's,Second Class,7.50,4.90,65.33,5,Moderate Delay,Average,2,2.60
US-2021-136742-CHO-FUD-51000,Pennsylvania,Atlantic,Lancaster,2024-04-06,Lot's O' Nuts,Standard Class,21.60,14.40,66.67,6,Delayed,Average,6,7.20
US-2021-102652-CHO-TRI-54000,California,Pacific,Los Angeles,2024-04-06,Wicked Choccy's,Standard Class,3.75,2.45,65.33,7,Delayed,Poor,1,1.30
US-2021-102652-OTH-GUM-21000,California,Pacific,Los Angeles,2024-04-06,Secret Factory,Standard Class,3.75,1.95,52.00,7,Delayed,Poor,3,1.80
